N,Time(ms),FLOPS
933,2555.238,635687350.454
934,2565.804,635107361.279
935,2560.328,638512233.589
936,2571.795,637707014.750
937,2578.012,638210336.492
938,2584.575,638630081.928
939,2596.583,637711961.451
940,2603.941,637943793.657
941,2646.149,629773773.888
942,2660.079,628475235.510
943,2631.782,637257802.508
944,2634.046,638737807.920
945,2651.354,636586909.934
946,2669.624,634239530.361
947,2674.017,635207721.566
948,2680.929,635579227.947
949,2685.205,636577355.546
950,2696.376,635946173.679
951,2694.281,638452597.186
952,2711.478,636406718.402
953,2714.743,637646493.241
954,2725.354,637165420.712
955,2742.754,635116291.873
956,2754.070,634495721.605
957,2764.671,634048313.886
958,2767.101,635479450.877
959,2769.470,636926255.926
960,2771.408,638474017.539
961,2773.314,640031154.784
962,2790.371,638106637.433
963,2804.948,636772123.405
964,2826.755,633830200.353
965,2832.029,634620708.333
966,2840.390,634721778.347
967,2847.105,635193337.092
968,2835.151,639852503.094
969,2839.853,640774863.347
970,2868.486,636344747.717
971,2892.367,633044569.379
972,2913.220,630457053.020
973,2889.655,637562142.886
974,2903.826,636408947.368
975,2915.365,635844482.595
976,2943.892,631622475.281
977,2949.752,632307280.748
978,2956.063,632896763.026
979,2941.810,637915935.428
980,2949.556,638192324.540
981,2971.078,635510842.193
982,2968.659,637975710.919
983,2980.633,637355948.887
984,2991.986,636877247.420
985,2994.478,638289294.495
986,3009.350,637071298.453
987,3020.938,636560434.541
988,3021.331,638414177.063
989,3037.689,636906325.170
990,3039.982,638358385.017
991,3076.483,632697967.777
992,3071.994,635542574.627
993,3084.523,634877196.247
994,3101.433,633325165.496
995,3083.262,638982269.428
996,3090.847,639337978.231
997,3115.160,636260720.477
998,3115.790,638048130.330
999,3113.437,640451693.097
1000,3122.068,640601037.517
